country,region,sub-region,retail-and-recreation,grocery-and-pharmacy,parks,transit-stations,workplaces,residential
US,Arkansas,Cross County,-49,90,,,-7,
US,Arkansas,Dallas County,-17,,,,-32,
US,Arkansas,Desha County,-8,0,,,-33,
US,Arkansas,Drew County,-27,-10,,,-16,
US,Arkansas,Faulkner County,-32,-15,-21,,-31,8
US,Arkansas,Franklin County,-8,12,,8,-16,
US,Arkansas,Fulton County,,,,,-28,
US,Arkansas,Garland County,-32,-12,17,,-32,7
US,Arkansas,Grant County,-10,-17,,,-26,
US,Arkansas,Greene County,-18,-4,,,-20,12
US,Arkansas,Hempstead County,-19,-13,,,-24,
US,Arkansas,Hot Spring County,5,9,,-28,-24,10
US,Arkansas,Howard County,-8,-7,,,-29,
US,Arkansas,Independence County,-27,9,,,-24,13
US,Arkansas,Izard County,-24,-15,,,-29,
US,Arkansas,Jackson County,-10,-12,,,-14,
US,Arkansas,Jefferson County,-30,4,,-14,-26,11
US,Arkansas,Johnson County,-24,12,-28,,-14,-2
US,Arkansas,Lawrence County,-19,-6,,,-30,
US,Arkansas,Lincoln County,-60,-16,,,-23,
US,Arkansas,Little River County,-7,5,,,-34,
US,Arkansas,Logan County,-5,13,,,-18,
US,Arkansas,Lonoke County,-23,-5,,,-27,15
US,Arkansas,Madison County,-10,17,,,-11,
US,Arkansas,Marion County,4,5,,,-26,
US,Arkansas,Miller County,-33,-10,-35,-24,-32,12
US,Arkansas,Mississippi County,-11,-1,,-18,-15,10
US,Arkansas,Monroe County,-26,-8,,,-34,
US,Arkansas,Montgomery County,,,,,-33,
US,Arkansas,Nevada County,-61,,,-23,-21,
US,Arkansas,Newton County,,,,,-38,
US,Arkansas,Ouachita County,-9,-21,,,-16,
US,Arkansas,Perry County,,,,,-35,
US,Arkansas,Phillips County,-1,-6,,,-32,
US,Arkansas,Pike County,-30,13,,,-33,
US,Arkansas,Poinsett County,2,-5,,,-15,
US,Arkansas,Polk County,-17,3,,,-25,
US,Arkansas,Pope County,-32,-9,,-11,-22,12
US,Arkansas,Prairie County,,,,,-26,
US,Arkansas,Pulaski County,-35,-9,73,-38,-30,9
US,Arkansas,Randolph County,-22,12,,,-23,
US,Arkansas,Saline County,-26,-13,-52,-10,-33,7
US,Arkansas,Scott County,-39,,,,-27,
US,Arkansas,Searcy County,,,,,-39,
US,Arkansas,Sebastian County,-36,-11,45,-41,-27,7
US,Arkansas,Sevier County,-24,-11,,,-19,
US,Arkansas,Sharp County,-17,-7,,,-26,
US,Arkansas,St. Francis County,-16,10,,-22,-25,
US,Arkansas,Stone County,-11,-29,,,-26,
US,Arkansas,Union County,-33,-8,,,-24,8
US,Arkansas,Van Buren County,-20,,,,-39,
US,Arkansas,Washington County,-37,-16,37,-10,-34,8
US,Arkansas,White County,-27,-12,-19,4,-21,9
US,Arkansas,Yell County,-11,13,16,,-19,
US,California,Alameda County,-58,-27,-14,-64,-44,17
US,California,Amador County,-41,-20,-50,,-44,0
US,California,Butte County,-45,-16,-23,-45,-34,11
US,California,Calaveras County,-42,-12,-28,,-39,10
US,California,Colusa County,-37,-1,,-32,-37,
US,California,Contra Costa County,-48,-21,-15,-49,-41,15
US,California,Del Norte County,-31,-11,-26,,-29,
US,California,El Dorado County,-58,-37,-35,-50,-48,13
US,California,Fresno County,-40,-14,-27,-43,-31,11
US,California,Glenn County,-23,-14,-11,-20,-36,2
US,California,Humboldt County,-48,-23,-10,-48,-35,11
US,California,Imperial County,-53,-31,-65,-62,-32,16
US,California,Inyo County,-75,-37,-35,,-39,
US,California,Kern County,-43,-17,-16,-37,-30,11
US,California,Kings County,-34,-14,-12,-43,-27,10
US,California,Lake County,-38,-13,-42,-42,-33,16
US,California,Lassen County,-30,-8,,,-22,
US,California,Los Angeles County,-51,-27,-48,-54,-41,17
US,California,Madera County,-39,-25,-20,-30,-30,11
US,California,Marin County,-61,-30,-59,-61,-42,17
US,California,Mariposa County,-75,-23,-72,,-45,
US,California,Mendocino County,-47,-29,-39,-44,-32,17
US,California,Merced County,-34,-18,-1,-37,-26,11
US,California,Modoc County,-59,-9,,,-26,
US,California,Mono County,-100,-60,-57,,-73,
US,California,Monterey County,-46,-19,-48,-45,-43,14
US,California,Napa County,-53,-34,-24,-45,-51,18
US,California,Nevada County,-56,-26,-48,-73,-41,15
US,California,Orange County,-52,-24,-31,-55,-44,17
US,California,Placer County,-52,-27,-2,-55,-44,13
US,California,Plumas County,-30,-8,,,-25,
US,California,Riverside County,-43,-20,-44,-41,-39,14
US,California,Sacramento County,-45,-21,-1,-57,-37,13
US,California,San Benito County,-45,-25,-36,,-32,23
US,California,San Bernardino County,-45,-23,-36,-42,-34,14
US,California,San Diego County,-50,-26,-51,-64,-41,15
US,California,San Francisco County,-75,-37,-55,-66,-53,21
US,California,San Joaquin County,-41,-16,-16,-31,-30,12
US,California,San Luis Obispo County,-56,-29,-27,-58,-45,13
US,California,San Mateo County,-60,-26,-35,-83,-46,19
US,California,Santa Barbara County,-47,-17,-30,-51,-40,13
US,California,Santa Clara County,-62,-33,-22,-71,-48,17
US,California,Santa Cruz County,-55,-27,-40,-57,-41,15
US,California,Shasta County,-39,-15,-21,-22,-31,9
US,California,Siskiyou County,-35,-20,-6,9,-25,13
US,California,Solano County,-45,-21,-18,-37,-34,13
US,California,Sonoma County,-53,-22,-58,-54,-41,15
US,California,Stanislaus County,-44,-19,-12,-28,-29,11
US,California,Sutter County,-41,-18,-28,-43,-34,13
US,California,Tehama County,-34,-9,-9,-22,-27,15
US,California,Trinity County,-65,-20,,,-28,
US,California,Tulare County,-39,-13,-27,-28,-25,11
US,California,Tuolumne County,-48,-17,-67,,-38,14
US,California,Ventura County,-46,-24,-24,-40,-39,14
US,California,Yolo County,-43,-23,2,-34,-37,13
US,California,Yuba County,-34,-12,24,-34,-38,13
US,Colorado,Adams County,-49,-25,-12,-30,-36,13
US,Colorado,Alamosa County,-44,-28,,,-28,
US,Colorado,Arapahoe County,-52,-30,14,-36,-40,14
US,Colorado,Archuleta County,-60,-28,,,-44,
US,Colorado,Boulder County,-59,-32,-7,-44,-47,15
US,Colorado,Broomfield County,-57,-30,9,-46,-41,30
US,Colorado,Chaffee County,-56,-31,-36,,-45,
US,Colorado,Clear Creek County,-88,-55,-42,,-40,
US,Colorado,Conejos County,,,,,-29,
US,Colorado,Delta County,-41,-20,-40,,-19,5
US,Colorado,Denver County,-63,-25,-17,-75,-43,16
US,Colorado,Douglas County,-56,-36,10,-50,-43,14
US,Colorado,Eagle County,-75,-47,-46,-67,-74,26
US,Colorado,El Paso County,-45,-22,-1,-55,-40,12
US,Colorado,Elbert County,-22,-16,,,-37,0
US,Colorado,Fremont County,-35,-13,-7,,-29,14
US,Colorado,Garfield County,-51,-35,4,-34,-45,22
US,Colorado,Gilpin County,,,,,-67,
US,Colorado,Grand County,-85,-49,-84,-43,-60,
US,Colorado,Gunnison County,-73,-43,-50,,-55,
US,Colorado,Huerfano County,-62,-43,,,-28,
US,Colorado,Jefferson County,-53,-41,-3,-39,-43,14
US,Colorado,Kit Carson County,-39,-20,,-18,-13,
US,Colorado,La Plata County,-58,-28,4,-68,-43,25
US,Colorado,Lake County,-82,-33,,,-57,
US,Colorado,Larimer County,-53,-27,1,-38,-38,13
US,Colorado,Las Animas County,-40,-23,,,-21,
US,Colorado,Lincoln County,-33,-31,,-31,-30,
US,Colorado,Logan County,-32,-15,,,-26,
US,Colorado,Mesa County,-40,-21,11,-35,-35,9
US,Colorado,Moffat County,-26,-22,,,-36,
US,Colorado,Montezuma County,-39,-14,,,-31,-1
US,Colorado,Montrose County,-45,-31,,,-36,17
US,Colorado,Morgan County,-40,-33,0,-23,-18,14
US,Colorado,Otero County,-32,-28,,,-25,
US,Colorado,Ouray County,-28,,,,-56,
US,Colorado,Park County,-84,-44,3,,-52,
US,Colorado,Pitkin County,-100,-56,,-85,-75,
US,Colorado,Prowers County,-32,-25,,-33,-17,
US,Colorado,Pueblo County,-42,-21,-45,-32,-29,9
US,Colorado,Rio Blanco County,,,,,-28,
US,Colorado,Rio Grande County,-38,-24,,,-17,
US,Colorado,Routt County,-82,-49,-48,-65,-62,-2
US,Colorado,Saguache County,,,,,-44,
US,Colorado,San Miguel County,-80,,,,-69,
US,Colorado,Summit County,-86,-73,-74,-67,-71,5
US,Colorado,Teller County,-46,-23,,,-45,-1
US,Colorado,Weld County,-42,-26,-4,-32,-33,12
US,Colorado,Yuma County,-33,-22,,,-30,
US,Connecticut,Fairfield County,-61,-35,-60,-72,-44,17
US,Connecticut,Hartford County,-56,-31,-48,-61,-35,13
US,Connecticut,Litchfield County,-51,-27,-40,,-33,13
US,Connecticut,Middlesex County,-58,-28,-49,-60,-38,15
US,Connecticut,New Haven County,-56,-31,-52,-62,-36,14
US,Connecticut,New London County,-56,-28,-45,-67,-41,15
US,Connecticut,Tolland County,-59,-33,-38,-38,-37,14
US,Connecticut,Windham County,-42,-27,-58,-69,-32,12
US,Delaware,Kent County,-45,-32,2,-50,-35,11
US,Delaware,New Castle County,-48,-31,5,-60,-37,13
US,Delaware,Sussex County,-46,-23,-5,-40,-36,11
US,Florida,Alachua County,-54,-26,-32,-48,-37,12
US,Florida,Baker County,-23,-8,,-45,-27,-3
US,Florida,Bay County,-38,-16,-2,-50,-27,8
US,Florida,Bradford County,-26,0,,,-26,0
US,Florida,Brevard County,-44,-22,-26,-37,-38,11
US,Florida,Broward County,-52,-28,-62,-72,-42,16
US,Florida,Calhoun County,-38,-5,,,-28,
US,Florida,Charlotte County,-49,-25,-35,-33,-40,10
US,Florida,Citrus County,-38,-15,-35,,-36,9
US,Florida,Clay County,-33,-15,1,,-34,10
US,Florida,Collier County,-56,-29,-62,-56,-44,14
US,Florida,Columbia County,-36,-8,-41,-25,-25,8
US,Florida,DeSoto County,-35,-21,-28,,-26,12
US,Florida,Dixie County,-30,-4,,,-31,
US,Florida,Duval County,-36,-13,-26,-40,-33,10
US,Florida,Escambia County,-38,-10,-11,-47,-32,9
US,Florida,Flagler County,-44,-16,-34,,-40,10
US,Florida,Franklin County,-56,-12,-14,,-30,
US,Florida,Gadsden County,-24,-10,,-36,-31,14
US,Florida,Gilchrist County,-26,-1,,,-24,
US,Florida,Glades County,-62,,-65,-39,-30,
US,Florida,Gulf County,-28,-1,,,-16,
US,Florida,Hamilton County,-16,-4,,-28,-24,
US,Florida,Hardee County,-30,-29,-30,,-29,
US,Florida,Hendry County,-34,-10,-42,,-28,12
US,Florida,Hernando County,-36,-16,-10,-37,-36,10
